SOLD DATE,ADDRESS,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,LATITUDE,LONGITUDE
April-30-2020,2027 SE 115th Pl,97216,259387,3,1,PORTLAND SOUTHEAST,1064,6969,1957,112,244,0,45.5084396,-122.5444931
July-22-2020,1115 NE 71st Ave,97213,379900,2,1,PORTLAND NORTHEAST,1064,5227,1951,29,357,0,45.5306265,-122.5901104
April-7-2020,3008 SE Francis St,97202,421500,2,1,PORTLAND SOUTHEAST,1064,4791,1951,135,396,0,45.4946275,-122.6343443
June-26-2020,9426 N Hodge Ave,97203,451000,3,2,PORTSMOUTH,1065,4791,1969,55,423,0,45.5906925,-122.7197044
June-12-2020,3104 SE 64th Ave,97206,370000,3,1,PORTLAND SOUTHEAST,1066,4791,1941,69,347,0,45.5001247,-122.5972672
April-8-2020,6236 NE Willow St,97213,365000,3,2,PORTLAND NORTHEAST,1072,6534,1979,134,340,0,45.529725,-122.5992285
August-14-2020,6533 SE 44th Ave,97206,415000,3,1,WOODSTOCK,1078,4791,1923,6,385,0,45.4753987,-122.617722
June-22-2020,1709 SE 89th Ave,97216,375000,2,1,MONTAVILLA,1082,6534,1927,59,347,0,45.5105893,-122.5723548
June-5-2020,8807 N Dana Ave,97203,445000,3,2,PORTLAND NORTH,1084,4791,1943,76,411,0,45.5860582,-122.7126292
August-11-2020,4915 NE 78th Ave,97218,425000,3,1,PORTLAND NORTHEAST,1086,4791,1950,9,391,0,45.5587618,-122.5830795
March-31-2020,6810 SE 67th Ave,97206,347200,3,1,PORTLAND SOUTHEAST,1088,5662,1956,142,319,0,45.4733565,-122.5939531
June-25-2020,515 NE Holland St,97211,355300,2,1,PORTLAND NORTHEAST,1088,4791,1951,56,327,0,45.5759841,-122.6599641
April-27-2020,5407 NE 37th Ave,97211,505000,3,1.5,CONCORDIA,1088,5662,1958,115,464,0,45.5621658,-122.6257922
May-22-2020,10102 N Smith St,97203,363000,2,2,PORTLAND NORTH,1089,8276,1954,90,333,0,45.6014056,-122.7587058
May-12-2020,4647 SE 47th Ave,97206,317000,4,1,WOODSTOCK,1089,3920,1954,100,291,0,45.4887387,-122.6141291
August-13-2020,7221 N Leonard St,97203,365000,1,1,ST JOHNS,1094,3484,1923,7,334,0,45.5884543,-122.7409916
July-27-2020,8033 N Lombard Way,97203,273000,2,1,PORTLAND NORTH,1095,5662,1919,24,249,0,45.5900375,-122.7485242
June-1-2020,8615 SE 15th,97202,460000,3,2,PORTLAND SOUTHEAST,1096,1096,1910,80,420,0,45.4604445,-122.6512298
July-31-2020,7822 SE Henry St,97206,290000,3,1,MT SCOTT,1096,4791,1982,20,265,0,45.4766639,-122.5828332
August-19-2020,5316 NE Mason St,97218,419000,1,1,PORTLAND NORTHEAST,1098,10018,1928,1,382,0,45.5523315,-122.6081151
July-6-2020,8937 N Peninsular Ave,97217,425000,3,1,KENTON,1100,4791,1968,45,386,0,45.5876168,-122.6974818
May-15-2020,6225 SE 51st Ave,97206,392000,2,1,WOODSTOCK,1100,4791,1958,97,356,0,45.4772787,-122.6102734
June-18-2020,8001 SE Henderson St,97206,340000,3,2,PORTLAND SOUTHEAST,1100,3920,1983,63,309,0,45.4702299,-122.5813976
April-14-2020,5634 NE Skidmore St,97218,409500,2,1,WEST CULLY,1101,5662,1948,128,372,0,45.5536484,-122.6046076
March-31-2020,4922 NE 78th Ave,97218,380000,2,1,CULLY,1103,4791,1950,142,345,0,45.5588773,-122.5825893
April-16-2020,4706 NE 24th Ave,97211,415000,2,1,ALBERTA,1104,3920,1908,126,376,0,45.5570007,-122.6405464
July-28-2020,6303 SE Ramona St,97206,405000,3,1,MT SCOTT,1105,7405,1953,23,367,0,45.4810936,-122.5981187
March-12-2020,7922 SE Knight St,97206,345000,3,1.5,PORTLAND SOUTHEAST,1106,4791,1969,161,312,0,45.4800945,-122.5819849
June-30-2020,5620 NE 45th Ave,97218,372000,2,1,PORTLAND NORTHEAST,1106,4356,1953,51,336,0,45.5638635,-122.6167591
May-22-2020,636 SE 84th Ave,97216,370000,3,2,MONTAVILLA,1108,4356,1995,90,334,0,45.5179144,-122.5769182
March-20-2020,7130 SE Cora St,97206,392000,3,1,FOSTER,1112,3920,1906,153,353,0,45.4915282,-122.5895818
July-8-2020,6403 SE 71st Ave,97206,339000,2,1,MT SCOTT,1112,3920,1915,43,305,0,45.4766626,-122.5905414
July-16-2020,7410 N Hodge Ave,97203,400000,3,2,PORTSMOUTH,1114,3484,1981,35,359,0,45.580256,-122.722076
May-15-2020,2833 SE 60th Ave,97206,442000,2,1,SOUTH TABOR,1114,4791,1949,97,397,0,45.5020073,-122.6014276
July-2-2020,2995 SW Champlain Dr,97205,401000,2,1,RALEIGH HILLS,1115,10018,1954,49,360,0,45.5219869,-122.7122702
July-24-2020,11513 SE Stephens St,97216,331000,3,2,MILL PARK,1116,6098,1995,27,297,0,45.510156,-122.5447742
August-12-2020,4229 NE Skidmore St,97218,425000,2,1,BEAUMONT,1116,4356,1928,8,381,0,45.5538731,-122.6197132
June-30-2020,2936 SE Tacoma St,97202,413000,2,1,PORTLAND SOUTHEAST,1118,6534,1964,51,369,0,45.4625794,-122.6325179
August-11-2020,6323 SE 61st Ave,97206,360000,2,1,MT SCOTT,1118,8712,1911,9,322,0,45.4768952,-122.6012387
March-3-2020,5810 SE Henderson St,97206,326000,2,1,PORTLAND SOUTHEAST,1120,7840,1944,170,291,0,45.4690519,-122.6040805
July-6-2020,7804 SE Hawthorne Blvd,97215,398500,2,1,MONTAVILLA,1122,4791,1953,45,355,0,45.5120551,-122.5829341
April-15-2020,3775 SE 9th Ave,97202,430000,2,1,BROOKLYN,1122,4356,1919,127,383,0,45.4952629,-122.6569788
March-13-2020,7118 SE Center St,97206,420000,3,1,FOSTER,1124,4791,1976,160,374,0,45.4936538,-122.5897699
April-17-2020,3228 SW 13th Ave,97239,475000,3,1,MARQUAM HILL,1125,5227,1952,125,422,0,45.4994394,-122.6928908
May-6-2020,5428 SE Flavel Dr,97206,424780,3,2,PORTLAND SOUTHEAST,1126,12632,1975,106,377,0,45.4651194,-122.6073964
July-15-2020,5820 SE Liebe St,97206,382500,3,1.5,WOODSTOCK,1128,5227,1981,36,339,0,45.4870676,-122.6035674
July-15-2020,3822 SE 67th Ave,97206,390000,2,1,FOSTER,1130,3920,1902,36,345,0,45.4947308,-122.593978
May-8-2020,2206 N Saratoga St,97217,425000,3,2,PORTLAND NORTH,1132,6969,1951,104,375,0,45.5724087,-122.6894672
July-10-2020,3917 SW Cullen Blvd,97221,468000,2,1.5,VERMONT HILLS,1132,9583,1977,41,413,0,45.4830947,-122.7162942
April-2-2020,3744 SE Steele St,97202,400000,3,2,PORTLAND SOUTHEAST,1132,5227,1972,140,353,0,45.4845297,-122.6238198
May-22-2020,4867 SE 65th Ave,97206,355000,2,1,ARLETA PARK,1132,4356,1910,90,314,0,45.4873031,-122.5961549
May-26-2020,6114 SE 72nd Ave,97206,297000,3,2,MT SCOTT,1134,5662,1953,86,262,0,45.4786421,-122.5889698
June-3-2020,4246 NE Wygant St,97218,438000,2,1,PORTLAND NORTHEAST,1134,6098,1947,78,386,0,45.5572687,-122.61938
April-22-2020,7715 N Dwight Ave,97203,416000,3,2,PORTLAND NORTH,1136,6098,1955,120,366,0,45.5804086,-122.7148074
August-4-2020,4815 NE 80th Ave,97218,375000,3,1,CULLY,1136,6098,1948,16,330,0,45.5583423,-122.5802755
July-23-2020,6520 N Amherst St,97203,420000,2,1,PORTSMOUTH,1140,5662,1948,28,368,0,45.5811299,-122.7361412
April-14-2020,7814 SE Taylor St,97215,480000,3,2,MONTAVILLA,1140,5227,1975,128,421,0,45.5150375,-122.5828534
March-13-2020,5708 SE Raymond St,97206,347500,3,2,WOODSTOCK,1140,6098,1989,160,305,0,45.486172,-122.6048278
June-22-2020,4617 SE 33rd Ave,97202,440000,2,1,REED,1142,7405,1964,59,385,0,45.4893562,-122.6317001
July-31-2020,9514 N Kellogg St,97203,421000,3,2,ST JOHNS,1144,4791,1993,20,368,0,45.5951512,-122.7588768
August-14-2020,4104 SE 74th Ave,97206,410000,3,2,FOSTER,1144,5227,1977,6,358,0,45.493034,-122.5865715
April-30-2020,71 NE Fargo St,97212,485000,3,1,PORTLAND NORTHEAST,1147,4791,1971,112,423,0,45.5462945,-122.6646932
May-21-2020,9620 N Edison St,97203,415000,3,2,CATHEDRAL PARK,1148,5227,1995,91,361,0,45.5942766,-122.7641567
April-14-2020,4911 SE Carlton St,97206,415000,2,1,WOODSTOCK,1148,4791,1950,128,361,0,45.4778725,-122.6120418
June-10-2020,4505 N Mississippi Ave,97217,370000,2,1,PORTLAND NORTH,1152,4791,1923,71,321,0,45.5555996,-122.6762036
May-28-2020,5818 SE Flavel St,97206,343000,3,2,PORTLAND SOUTHEAST,1160,4356,1997,84,296,0,45.4684344,-122.6035734
July-13-2020,2889 NW Thurman St,97210,610000,2,1,NORTHWEST,1163,1163,1952,38,525,0,45.5354164,-122.7107813
August-18-2020,43 SE 89th Ave,97216,405000,2,1,MONTAVILLA,1164,3484,1931,2,348,0,45.5220675,-122.5721589
July-16-2020,325 SE 75th Ave,97215,433895,3,2,PORTLAND SOUTHEAST,1164,4791,1900,35,373,0,45.5198654,-122.5861232
April-14-2020,3417 SW 12th Ave,97239,419000,2,2,MARQUAM HILL,1164,4791,1895,128,360,0,45.4981682,-122.6926593
August-3-2020,8910 N Endicott Ave,97217,390000,3,1,PORTLAND NORTH,1165,4791,1980,17,335,0,45.5873535,-122.701124
May-5-2020,6743 SE 66th Ave,97206,365000,3,1.5,BRENTWOOD,1170,6969,1991,107,312,0,45.4736079,-122.5954771
May-13-2020,6335 NE 36th Ave,97211,375000,3,1,PORTLAND NORTHEAST,1172,6098,1947,99,320,0,45.5688898,-122.6268834
June-30-2020,29 SE 119th Ave,97216,292000,3,1,PORTLAND SOUTHEAST,1174,4791,1963,51,249,0,45.5219282,-122.5405599
June-29-2020,4629 NE Alberta St,97218,535000,3,2,CULLY,1174,10890,1979,52,456,0,45.5592292,-122.6154367
March-30-2020,9116 N Ida Ave,97203,395000,3,1,PORTLAND NORTH,1175,4791,1951,143,336,0,45.5903051,-122.7364183
August-7-2020,3155 NE 80th Ave,97213,413500,2,1,PORTLAND NORTHEAST,1176,4791,1954,13,352,0,45.5453879,-122.5810743
July-8-2020,7118 SE Boise St,97206,375000,3,1,PORTLAND SOUTHEAST,1176,3920,1969,43,319,0,45.4922165,-122.5897719
July-9-2020,6842 NE 6th Ave,97211,488000,3,2,DEKUM TRIANGLE,1176,4791,1997,42,415,0,45.5725243,-122.6590779
April-30-2020,4447 NE Skidmore St,97218,385000,2,1,BEAUMONT,1176,8276,1926,112,327,0,45.5538954,-122.6173308
June-5-2020,5546 NE Wygant St,97218,395000,3,2,PORTLAND NORTHEAST,1180,9583,1938,76,335,0,45.557726,-122.6059968
July-21-2020,5404 NE 74th Ave,97218,219000,3,1,CULLY,1180,7405,1942,30,186,0,45.5622162,-122.5862913
June-1-2020,5246 NE 26th Ave,97211,540000,3,2,ALBERTA,1181,4791,1951,80,457,0,45.5609671,-122.6386578
July-22-2020,5523 SE Knight St,97206,460000,3,2,PORTLAND SOUTHEAST,1184,4791,1992,29,389,0,45.4803229,-122.6060485
July-17-2020,7214 N Albina Ave,97217,350000,1,1,PORTLAND NORTH,1187,4791,1922,34,295,0,45.5753866,-122.6745366
June-26-2020,14 SE 94th Ave,97216,375000,3,1,MONTAVILLA,1194,5227,1948,55,314,0,45.5223661,-122.5665942
May-28-2020,5345 NE 41st Ave,97211,475000,2,1,CONCORDIA,1194,4791,1949,84,398,0,45.5620012,-122.6216804
March-13-2020,8326 N Fox St,97203,399988,3,1,ST JOHNS,1196,4791,1965,160,334,0,45.5971263,-122.7482522
August-7-2020,7511 SE Crystal Springs Blvd,97206,340000,3,1,PORTLAND SOUTHEAST,1196,7405,1949,13,284,0,45.4654366,-122.5865133
May-15-2020,2821 N Kilpatrick St,97217,365000,2,1,KENTON,1197,4791,1900,97,305,0,45.5821998,-122.6960517
April-9-2020,9753 N Central St,97203,427250,3,1,ST JOHNS,1198,5227,1971,133,357,0,45.5982039,-122.7586064
April-28-2020,3921 SE Nehalem St,97202,330000,2,1,PORTLAND SOUTHEAST,1199,4791,1913,114,275,0,45.4659082,-122.6221495
July-30-2020,1137 SE 88th Ave,97216,425000,3,2,PORTLAND SOUTHEAST,1200,5227,1954,21,354,0,45.5148665,-122.5733618
May-1-2020,315 NE 65th Ave,97213,455000,3,2,PORTLAND NORTHEAST,1200,7840,1973,111,379,0,45.5249994,-122.5974336
March-19-2020,5830 SE 80th Ave,97206,345000,2,1,WOODSTOCK,1200,6534,1928,154,288,0,45.4803774,-122.5813562
August-7-2020,6603 SE Steele St,97206,460000,3,3,PORTLAND SOUTHEAST,1200,3920,1917,13,383,0,45.484402,-122.5955046
June-10-2020,710 N Buffalo St,97217,434000,3,2,PIEDMONT,1203,4791,1925,71,361,0,45.5749525,-122.6739975
June-11-2020,6327 SE 63rd Ave,97206,420000,3,2,MT SCOTT,1205,5227,1980,70,349,0,45.4768164,-122.5986614
April-3-2020,5405 NE Mason St,97218,475000,3,2,CULLY,1206,3049,1980,139,394,0,45.552694,-122.6073029
March-30-2020,9415 N Portsmouth Ave,97203,420000,3,1,PORTLAND NORTH,1207,4791,1949,143,348,0,45.5906575,-122.7213839
February-28-2020,10161 N Ziegler Ave,97203,327950,2,1.5,PORTLAND NORTH,1208,2613,2005,174,271,0,45.5996773,-122.7482608
June-24-2020,7620 SE Main St,97215,417000,3,2,MT TABOR,1208,5227,1988,57,345,0,45.5134958,-122.5846521
May-13-2020,10265 N Polk Ave,97203,355000,3,1,ST JOHNS,1209,4791,1961,99,294,0,45.5988805,-122.7406176
April-6-2020,7675 N Albina Ave,97217,290000,2,2,PIEDMONT,1211,5662,1949,136,239,0,45.5790271,-122.6747326
May-22-2020,6910 NE 27th Ave,97211,431000,3,2,CONCORDIA,1212,3920,1951,90,356,0,45.5727598,-122.6378896
July-7-2020,9318 SE Market St,97216,345000,3,2,MONTAVILLA,1213,4791,1994,44,284,0,45.5105261,-122.5668958
May-15-2020,8606 N Fiske Ave,97203,390000,2,1,PORTSMOUTH,1215,4791,1947,97,321,0,45.5849398,-122.7160799
March-5-2020,5530 SE Bybee Blvd,97206,365000,3,1,BRENTWOOD,1216,9147,1946,168,300,0,45.4725126,-122.6059613
August-3-2020,3823 SE 64th Ave,97206,380000,2,1,PORTLAND SOUTHEAST,1218,1218,1906,17,312,0,45.4946985,-122.5975463
July-6-2020,5205 SE 46th Ave,97206,430000,3,1,WOODSTOCK,1218,2613,1951,45,353,0,45.4855312,-122.6156865
July-30-2020,1804 SE 43rd Ave,97215,450000,3,1,HAWTHORNE,1220,4356,1968,21,369,0,45.5102078,-122.6177605
July-15-2020,1820 NE Buffalo St,97211,308680,3,1,WOODLAWN,1220,4791,1974,36,253,0,45.5745806,-122.6462379
May-15-2020,6228 SE Lincoln St,97215,471937,3,2,PORTLAND SOUTHEAST,1222,4791,1988,97,386,0,45.5078558,-122.5991568
March-19-2020,8020 SE Madison St,97215,449000,3,2,MONTAVILLA,1222,4356,1989,154,367,0,45.512639,-122.5808492
March-27-2020,5613 SE Bush St,97206,360000,4,1,PORTLAND SOUTHEAST,1224,3920,1962,146,294,0,45.4955707,-122.6049619
March-18-2020,3538 N Halleck St,97217,449900,3,2,KENTON,1224,7405,1954,155,368,0,45.5824679,-122.7035209
June-26-2020,1644 N Jarrett St,97217,432000,3,1,OVERLOOK,1224,4356,1927,55,353,0,45.5646502,-122.6844096
March-23-2020,4615 NE Wistaria Dr,97213,480000,2,2,BEAUMONT,1228,6969,1923,150,391,0,45.5417045,-122.6156386
May-11-2020,7909 SE Cesar E Chavez Blvd,97202,465000,2,1,EASTMORELAND,1229,4356,1951,101,378,0,45.466203,-122.6228631
June-12-2020,5426 NE Church St,97218,397000,3,2,CULLY,1230,4791,1995,69,323,0,45.5632948,-122.6070959
July-1-2020,5130 N Yale St,97203,377200,3,1,PORTSMOUTH,1240,5662,1943,50,304,0,45.5762833,-122.7250567
May-4-2020,8515 N Saint Louis Ave,97203,364000,3,1,ST JOHNS,1240,2613,1906,108,294,0,45.5943018,-122.7552747
February-24-2020,8823 N Druid Ave,97203,425000,3,2.5,PORTSMOUTH,1242,4791,1997,178,342,0,45.5862997,-122.7176143
July-24-2020,7510 SE Taggart Ct,97206,440000,3,1.5,PORTLAND SOUTHEAST,1244,6098,1989,27,354,0,45.5026346,-122.5850466
June-18-2020,9126 N Hodge Ave,97203,373000,3,2,PORTSMOUTH,1245,5227,2004,63,300,0,45.5891162,-122.7197408
July-30-2020,3531 SE 64th Ave,97206,397000,2,2,FOSTER,1245,3920,1907,21,319,0,45.4969143,-122.5975494
June-18-2020,7812 SE Crystal Springs Blvd,97206,330000,3,1,PORTLAND SOUTHEAST,1246,6969,1965,63,265,0,45.4649133,-122.5830156
July-13-2020,3234 NE 81st Ave,97213,415000,4,1.5,PORTLAND NORTHEAST,1248,4791,1954,38,333,0,45.5459313,-122.579502
March-20-2020,6849 N Michigan Ave,97217,425000,2,1,PIEDMONT,1248,4356,1924,153,341,0,45.5725252,-122.6770444
March-5-2020,5404 SE Gladstone St,97206,490000,3,2,CRESTON,1251,5227,1905,168,392,0,45.4929773,-122.6070058
June-16-2020,813 NE Sumner St,97211,476000,3,1,PORTLAND NORTHEAST,1252,2178,1908,65,380,0,45.5607691,-122.6571558
March-6-2020,7424 SE Ogden St,97206,360000,3,1.5,BRENTWOOD,1254,6969,1947,167,287,0,45.4707862,-122.5868469
March-31-2020,626 N Lombard St,97217,375000,2,1,PIEDMONT,1256,4791,1927,142,299,0,45.5770326,-122.6733812
June-29-2020,3206 SW 13th Ave,97239,438600,2,1,RALEIGH HILLS,1256,4791,1946,52,349,0,45.4997268,-122.6927633
March-25-2020,5326 N Depauw St,97203,380000,3,2,PORTSMOUTH,1260,4791,1991,148,302,0,45.5803188,-122.7264939
July-9-2020,6217 N Astor St,97203,403150,3,3,PORTLAND NORTH,1261,4791,2004,42,320,0,45.5963048,-122.728768
March-9-2020,66 NE Baldwin St,97211,309000,2,1,PORTLAND NORTHEAST,1262,4791,1947,164,245,0,45.5784716,-122.6654263
August-18-2020,8515 N Exeter Ave,97203,436000,3,2,PORTSMOUTH,1263,4791,1979,2,345,0,45.5856672,-122.7229164
May-8-2020,6831 SE Tolman St,97206,381500,3,2,PORTLAND SOUTHEAST,1264,7405,1951,104,302,0,45.4775608,-122.5926098
March-16-2020,1535 SE Bidwell St,97202,535000,2,2,PORTLAND SOUTHEAST,1272,4791,1908,157,421,0,45.4680832,-122.6501881
May-13-2020,108 N Farragut St,97217,365000,3,1,PIEDMONT,1274,6098,1926,99,286,0,45.5791467,-122.6675883
June-5-2020,6621 N Bank St,97203,370000,3,2,PORTLAND NORTH,1276,5227,1997,76,290,0,45.5970628,-122.7310229
July-22-2020,9612 N Todd St,97203,420000,3,2,ST JOHNS,1276,4791,1997,29,329,0,45.5999072,-122.7506204
February-24-2020,9525 N Tioga Ave,97203,350000,3,1,ST JOHNS,1280,5227,1942,178,273,0,45.595339,-122.7412566
May-12-2020,8044 N Central St,97203,355000,2,1,ST JOHNS,1280,3920,1914,100,277,0,45.5906088,-122.7483164
May-1-2020,3625 NE Cleveland Ave,97212,265000,2,1,BOISE,1280,2178,1923,111,207,0,45.5492027,-122.6658507
July-8-2020,9255 SE Main St,97216,405000,3,1,MONTAVILLA,1280,5227,1956,43,316,0,45.5135593,-122.5679404
March-17-2020,3402 NE 57th Ave,97213,470000,3,2,ROSE CITY,1280,5227,1952,156,367,0,45.5475841,-122.6042909
April-20-2020,3236 SE Tibbetts St,97202,525000,2,1,CLINTON,1280,3920,1925,122,410,0,45.5003737,-122.6317878
June-26-2020,4806 SE 70th Ave,97206,420000,2,1,FOSTER,1280,4791,1926,55,328,0,45.488298,-122.5909879
April-24-2020,9301 N Minerva Ave,97203,410000,3,1,ST JOHNS,1283,4356,1952,118,320,0,45.5908191,-122.7330248
April-1-2020,6247 SE Ogden St,97206,274900,3,2,PORTLAND SOUTHEAST,1284,3920,1945,141,214,0,45.4712504,-122.5986161
May-21-2020,4311 NE 80th Ave,97218,415000,2,1,ROSEWAY,1284,3484,1925,91,323,0,45.5540547,-122.5809594
July-15-2020,5240 NE Garfield Ave,97211,470000,2,2.5,KING,1285,1285,2013,36,366,0,45.5611111,-122.6624741
August-14-2020,2824 SE Division St,97202,485000,2,1,PORTLAND SOUTHEAST,1286,4791,1908,6,377,0,45.5046193,-122.6370313
July-24-2020,8719 N Portsmouth Ave,97203,410000,3,1.5,PORTLAND NORTH,1288,6534,2000,27,318,0,45.5861458,-122.7216827
June-15-2020,4206 NE 57th Ave,97218,370000,3,1,PORTLAND NORTHEAST,1288,6098,1950,66,287,0,45.5532662,-122.6042602
July-31-2020,3004 SE 71st Ave,97206,394999,3,2,PORTLAND SOUTHEAST,1293,4791,1924,20,305,0,45.500634,-122.589637
May-14-2020,3140 N Willis Blvd,97217,330500,2,1,PORTLAND NORTH,1296,4356,1925,98,255,0,45.5837827,-122.6993282
March-6-2020,2626 N Willis Blvd,97217,530000,3,2,PORTLAND NORTH,1297,4791,1922,167,409,0,45.5836144,-122.6940483
March-17-2020,7329 N Jordan Ave,97203,366500,3,2,PORTSMOUTH,1298,5227,1980,156,282,0,45.5789676,-122.7207044
July-16-2020,9846 N Central St,97203,402000,2,1,ST JOHNS,1298,5227,1919,35,310,0,45.5986505,-122.7595551
July-8-2020,5232 NE Halsey St,97213,420000,2,1,HOLLYWOOD,1298,5227,1925,43,324,0,45.5335391,-122.6093691
May-14-2020,1304 NE 52nd Ave,97213,450000,3,1,ROSE CITY,1298,4356,1925,98,347,0,45.5324003,-122.6098783
June-4-2020,4814 NE 25th Ave,97211,385000,1,2,ALBERTA,1300,3049,1911,77,296,0,45.557915,-122.6397139
February-27-2020,8333 N Hendricks St,97203,353000,3,1.5,CHARLESTON PARK PLACE,1302,3920,2002,175,271,0,45.6004769,-122.7466385
June-11-2020,5621 SE 65th Ave,97206,450000,3,1,MT SCOTT,1303,4791,1952,70,345,0,45.4819801,-122.5972715
August-5-2020,9617 N Todd St,97203,420000,3,2.5,ST JOHNS,1306,6969,1997,15,322,0,45.6001856,-122.750267
June-22-2020,6425 SE Lambert St,97206,343500,3,1,BRENTWOOD,1306,4791,1946,59,263,0,45.4675319,-122.5970606
April-17-2020,5307 NE 38th Ave,97211,430000,2,1,CONCORDIA,1306,4791,1922,125,329,0,45.5614655,-122.6247358
July-13-2020,3444 SE Lincoln St,97214,400000,1,1,HAWTHORNE,1310,4791,1907,38,305,0,45.5078868,-122.6285882
July-22-2020,9605 N Todd St,97203,400000,3,2.5,PORTLAND NORTH,1312,5227,1997,29,305,0,45.6000529,-122.7501674
August-14-2020,8718 N Haven Ave,97203,400000,3,2,PORTSMOUTH,1312,4791,2002,6,305,0,45.5857043,-122.7180579
June-2-2020,1025 NE Beech St,97212,460000,3,2,SABIN,1312,2613,1989,79,351,0,45.5496618,-122.6551448
May-7-2020,7313 SE Crystal Springs Blvd,97206,267500,4,1,PORTLAND SOUTHEAST,1312,8276,1948,105,204,0,45.4658295,-122.5877227
July-21-2020,3218 N Arlington Pl,97217,400000,3,2.5,PORTLAND NORTH,1313,2613,2004,30,305,0,45.5831327,-122.7001991
April-16-2020,5904 NE 23rd Ave,97211,510000,4,2,CONCORDIA,1315,4791,1971,126,388,0,45.565345,-122.6420677
July-22-2020,6949 NE Stanton St,97213,419000,2,1,PORTLAND NORTHEAST,1317,5662,1927,29,318,0,45.5438386,-122.5910668
June-17-2020,6916 N Fenwick Ave,97217,480000,2,1,ARBOR LODGE,1320,4791,1929,64,364,0,45.5728552,-122.6849967
July-13-2020,8601 N Hamlin Ave,97217,395000,2,1,PORTLAND NORTH,1320,7405,1943,38,299,0,45.5850241,-122.7026104
April-28-2020,4727 NE 74th Ave,97218,315000,3,1.5,CULLY,1322,10454,1948,114,238,0,45.5577731,-122.5870421
July-31-2020,5286 NE 72nd Ave,97218,375000,3,1,PORTLAND NORTHEAST,1323,7405,1943,20,283,0,45.5615218,-122.5885929
April-1-2020,7715 SE 68th Ave,97206,350000,2,1,BRENTWOOD,1324,5662,1956,141,264,0,45.4677546,-122.5935083
May-12-2020,10953 SE Salmon St,97216,245000,3,1,PORTLAND SOUTHEAST,1325,1325,1958,100,185,0,45.5149282,-122.550018
June-12-2020,9805 N Clarendon Ave,97203,358500,3,1,ST JOHNS,1326,4791,1962,69,270,0,45.5936007,-122.724367
May-8-2020,5612 SE Liebe St,97206,322000,1,1,PORTLAND SOUTHEAST,1328,4356,1924,104,242,0,45.4871515,-122.605391
August-14-2020,5320 SE 69th Ave,97206,442000,2,2,FOSTER,1329,6534,1906,6,333,0,45.4841889,-122.5920305
June-22-2020,4301 SE 73rd Ave,97206,406500,3,2,FOSTER,1330,6098,1975,59,306,0,45.4916194,-122.5883008
March-4-2020,3825 SE Center St,97202,415000,3,1,WILLIAMS,1330,4791,1982,169,312,0,45.4942725,-122.6232664
August-14-2020,4644 N Haight Ave,97217,545000,3,2,HUMBOLDT,1332,3484,1996,6,409,0,45.5567032,-122.6698107
August-14-2020,9802 N Clarendon Ave,97203,377000,3,2,EAST ST JOHNS,1334,2178,2004,6,283,0,45.5935649,-122.7238052
March-25-2020,1326 SE Lambert St,97202,452500,2,1,SELLWOOD,1334,4791,1906,148,339,0,45.4684253,-122.6523506
April-29-2020,8815 N Haven Ave,97203,392500,2,1.5,PORTSMOUTH,1336,4791,1951,113,294,0,45.5861868,-122.7186068
March-18-2020,4116 N Borthwick Ave,97217,450000,2,1,PORTLAND NORTH,1336,5227,1933,155,337,0,45.5536111,-122.6731377
June-5-2020,4532 SE 28th Ave,97202,420000,3,2.5,PORTLAND SOUTHEAST,1336,3920,1996,76,314,0,45.4897578,-122.6372428
May-8-2020,4361 NE 62nd Ave,97218,430000,3,2.5,ROSEWAY,1336,6534,2002,104,322,0,45.55462507,-122.6000323
April-10-2020,4116 SE 65th Ave,97206,420000,2,1,FOSTER,1337,3920,1906,132,314,0,45.4927385,-122.596101
July-17-2020,415 NE 71st Ave,97213,457000,3,2,JONESMORE,1344,4791,1981,34,340,0,45.525808,-122.5900623
June-6-2020,4119 NE 54th Ave,97218,390000,2,1,ROSE CITY,1344,5662,1926,75,290,0,45.5528451,-122.6077622
May-21-2020,4424 NE Sumner St,97218,456000,3,2,PORTLAND NORTHEAST,1344,6098,1982,91,339,0,45.5595636,-122.6178339
July-10-2020,9406 N Macrum Ave,97203,347500,3,2.5,PORTLAND NORTH,1346,1742,2008,41,258,0,45.5909745,-122.7314328
March-30-2020,8443 N Hartman St,97203,511000,3,2.5,ST JOHNS,1346,4791,1955,143,380,0,45.5989036,-122.7486174
May-27-2020,7035 N Greeley Ave,97217,372000,2,1,ARBOR LODGE,1348,4791,1923,85,276,0,45.5741245,-122.6957908
